idx,ts,truth_ts,obs_target_yaw_deg,obs_gimbal_yaw_deg,obs_err_yaw_deg,truth_target_yaw_deg,truth_gimbal_yaw_deg,truth_err_yaw_deg,target_yaw_rate_dps,gimbal_yaw_rate_dps,detected,u_px,cx_px,f_px,yaw_rate_cmd_dps
35,2.91499999999996,2.91499999999996,-4.2807992943441775,-0.13411046837815618,-4.1466888259660095,-4.27364239088379,-0.13411046837815618,-4.1395319225056255,-9.312361122585315,30.799722405410893,1,204.0,320.0,1600.0,-3.455795602615581
36,2.954999999999959,2.954999999999959,-4.638943633645141,0.79800857115802,-5.436952204803163,-4.640421644299282,0.79800857115802,-5.438430215457288,-9.022757086458828,10.830675211296231,1,167.71428571428572,320.0,1600.0,-44.90857913691472
37,2.9949999999999584,2.9949999999999584,-4.995300249160692,0.7963220798468064,-5.7916223290075095,-4.995161610159481,0.7963220798468064,-5.791483690006288,-8.710553707856583,-14.13847025147086,1,157.71428571428572,320.0,1600.0,-60.0
38,3.0349999999999575,3.0349999999999575,-5.334605592133158,-0.20960259566962455,-5.125002996463536,-5.336977483375625,-0.20960259566962455,-5.127374887705997,-8.376717526213564,-32.4873636301342,1,176.5,320.0,1600.0,-60.0
39,3.0749999999999567,3.0749999999999567,-5.6652210540498515,-1.6788661253711554,-3.9863549286787077,-5.665024050310749,-1.6788661253711554,-3.98615792493959,-8.022260499688231,-38.254689055394046,1,208.5,320.0,1600.0,-60.0
40,3.114999999999956,3.114999999999956,-5.979410066666674,-3.2496963353010804,-2.7297137313655924,-5.978497377716196,-3.2496963353010804,-2.728801042415114,-7.648233647568346,-39.99594015721012,1,243.71428571428572,320.0,1600.0,-60.0
41,3.154999999999955,3.154999999999955,-6.2743814967336675,-4.884038143335441,-1.3903433533982366,-6.276636251974772,-4.884038143335441,-1.3925981086393335,-7.255720938987446,-41.51090369607209,1,281.1666666666667,320.0,1600.0,-60.0
42,3.194999999999954,3.194999999999954,-6.558384064990463,-6.576288995505463,0.017904930514987427,-6.558723380317284,-6.576288995505463,0.017565615188175343,-6.845833516608492,-42.90883393599471,1,320.5,320.0,1600.0,-60.0
43,3.2349999999999532,3.2349999999999532,-6.8243449006239985,-8.322049585396538,1.4977046847725433,-6.824086368969085,-8.322049585396538,1.4979632164274506,-6.419704330890597,-44.20100829991533,1,361.8333333333333,320.0,1600.0,-60.0
44,3.2749999999999524,3.2749999999999524,-7.066091651272927,-10.117273768520032,3.0511821172470945,-7.0720984959287865,-10.117273768520032,3.0451752725912513,-5.978483246483609,-45.395486467259914,1,405.2857142857143,320.0,1600.0,-42.99330098064104
45,3.3149999999999515,3.3149999999999515,-7.302529062553759,-11.906100872659522,4.6035718101057626,-7.30217929825171,-11.906100872659522,4.603921574407821,-5.523332667645639,-40.02344469361296,1,448.8333333333333,320.0,1600.0,-4.020356313589708
46,3.3549999999999507,3.3549999999999507,-7.512919892370576,-13.264874563889158,5.751954671518575,-7.513794995289734,-13.264874563889158,5.751079568599437,-5.0554237147696,-21.55701502286738,1,481.1666666666667,320.0,1600.0,37.32516626642454
47,3.39499999999995,3.39499999999995,-7.7064277440696,-13.673954879020842,5.96752713495124,-7.7064587703297756,-13.673954879020842,5.96749610869108,-4.575932969506477,4.437438225510912,1,487.25,320.0,1600.0,60.0
48,3.434999999999949,3.434999999999949,-7.879424404571125,-13.051789360884236,5.1723649563131175,-7.879730933488736,-13.051789360884236,5.172058427395513,-4.0860397919033655,25.153502028068836,1,464.8333333333333,320.0,1600.0,60.0
49,3.474999999999948,3.474999999999948,-8.034376521230882,-11.80685603638956,3.7724795151586648,-8.033218988591035,-11.80685603638956,3.7736370477985304,-3.5869241996904866,33.17406814669063,1,425.5,320.0,1600.0,60.0
50,3.5149999999999473,3.5149999999999473,-8.16394996963345,-10.429021945838342,2.2650719762048936,-8.166577626110525,-10.429021945838342,2.2624443197278197,-3.0797652875548325,35.344221077795105,1,383.2857142857143,320.0,1600.0,60.0
51,3.5549999999999464,3.5549999999999464,-8.27444818061906,-8.97270592286307,0.6982577422440102,-8.279508663144973,-8.97270592286307,0.6931972597180902,-2.565740153072409,37.212057041070004,1,339.5,320.0,1600.0,60.0
52,3.5949999999999456,3.5949999999999456,-8.37001901239529,-7.445011279538315,-0.925007732856983,-8.371760949855126,-7.445011279538315,-0.9267496703168092,-2.046023286033325,38.93503144019176,1,294.1666666666667,320.0,1600.0,60.0
53,3.6349999999999447,3.6349999999999447,-8.442232078380414,-5.85136541139179,-2.5908666669886316,-8.443130259892328,-5.85136541139179,-2.5917648485005316,-1.5217863692382587,40.52764479340867,1,247.6,320.0,1600.0,44.68397546646342
54,3.674999999999944,3.674999999999944,-8.488333663019006,-4.243694866964809,-4.244638796054204,-8.493459180110392,-4.243694866964809,-4.24976431314559,-0.9941984314920034,36.167449707356674,1,201.25,320.0,1600.0,6.764387027725701
55,3.714999999999943,3.714999999999943,-8.525656348160936,-3.013680974269863,-5.511975373891062,-8.522637012361129,-3.013680974269863,-5.50895603809127,-0.4644262874681401,18.90422625847949,1,165.6,320.0,1600.0,-34.46065819106301
56,3.754999999999942,3.754999999999942,-8.531008125965712,-2.6928045148175013,-5.838203611148202,-8.530599697460246,-2.6928045148175013,-5.837795182642736,0.06636480564887215,-6.387778483173092,1,156.4,320.0,1600.0,-60.0
57,3.7949999999999413,3.7949999999999413,-8.515335489881181,-3.3903324934176466,-5.125002996463536,-8.517329768532322,-3.3903324934176466,-5.126997275114661,0.5970103483467506,-27.641229304923332,1,176.5,320.0,1600.0,-60.0
58,3.8349999999999405,3.8349999999999405,-8.475831443814627,-4.756837470656587,-3.7189939731580353,-8.48285633794985,-4.756837470656587,-3.7260188672932486,1.1263457316693464,-36.26708239392542,1,216.0,320.0,1600.0,-60.0
59,3.8749999999999396,3.8749999999999396,-8.422805596283837,-6.253764725105932,-2.1690408711779128,-8.427255119021195,-6.253764725105932,-2.173490393915273,1.6532053797335233,-38.22430378388413,1,259.4,320.0,1600.0,-60.0
60,3.9149999999999388,3.9149999999999388,-8.357479071248463,-7.820346874239361,-0.5371321970091003,-8.350648480504006,-7.820346874239361,-0.5303016062646577,2.1764219786604673,-39.874943300952765,1,305.0,320.0,1600.0,-60.0
61,3.954999999999938,3.954999999999938,-8.250520538776158,-9.449975670873117,1.199455132096972,-8.25320552897249,-9.449975670873117,1.196770141900629,2.6948258673435537,-41.39660550262932,1,353.5,320.0,1600.0,-60.0
62,3.994999999999937,3.994999999999937,-8.132579753944412,-11.137849113634347,3.0052693596899474,-8.135142211097614,-11.137849113634347,3.002706902536744,3.207244662894612,-42.803112656070454,1,404.0,320.0,1600.0,-41.727483494957
63,4.034999999999936,4.034999999999936,-8.000654275414973,-12.823562331880154,4.822908056465167,-7.996721425057842,-12.823562331880154,4.826840906822326,3.71250318978968,-37.145038800015485,1,455.0,320.0,1600.0,0.0
64,4.074999999999935,4.074999999999935,-7.838414270435038,-14.052017860672121,6.213603590237085,-7.838253127634662,-14.052017860672121,6.213764733037465,4.209423776648289,-17.465038009907218,1,494.2,320.0,1600.0,43.48930955079214
65,4.1149999999999345,4.1149999999999345,-7.663497865043894,-14.276702297434129,6.6132044323902335,-7.660094421112926,-14.276702297434129,6.616607876321211,4.69682697820487,9.45719833956927,1,505.5,320.0,1600.0,60.0
66,4.154999999999934,4.154999999999934,-7.461616312680633,-13.437999005716913,5.976382693036271,-7.462649601953029,-13.437999005716913,5.975349403763886,5.1735327723515745,28.896370851805653,1,487.5,320.0,1600.0,60.0
67,4.194999999999933,4.194999999999933,-7.25457708435431,-12.095263039230723,4.84068595487642,-7.246370151381959,-12.095263039230723,4.848892887848763,5.638362273152523,35.26447525633009,1,455.5,320.0,1600.0,60.0
68,4.234999999999932,4.234999999999932,-7.008771147997834,-10.638608171036317,3.629837023038476,-7.011754646615111,-10.638608171036317,3.6268535244211932,6.0901399904782485,37.240481172223845,1,421.5,320.0,1600.0,60.0
69,4.274999999999931,4.274999999999931,-6.761924071236564,-9.109736063155275,2.347811991918718,-6.759348570420226,-9.109736063155275,2.3503874927350523,6.52769665544982,38.96399921512477,1,385.6,320.0,1600.0,60.0
70,4.31499999999993,4.31499999999993,-6.494505814516401,-7.514978969228504,1.020473154712107,-6.489743996214891,-7.514978969228504,1.0252349730136245,6.949872618323101,40.55449345182808,1,348.5,320.0,1600.0,60.0
71,4.354999999999929,4.354999999999929,-6.199530792846389,-5.859341099621723,-0.34018969322465864,-6.203579125890971,-5.859341099621723,-0.34423802626923816,7.3555218119424515,42.0246671945856,1,310.5,320.0,1600.0,60.0
